WILAYAH,KECAMATAN,NAMA FASKES (Rumah Sakit dan Puskesmas),Jenis Penyakit,Januari,latitude,longitude
Surabaya Barat,Benowo,Puskesmas Sememi,Penyebab morbiditas dan kematian eksternal,1.0,-7.2483503,112.6354712
Surabaya Barat,Benowo,Puskesmas Sememi,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,810.0,-7.2483503,112.6354712
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit Infeksi dan parasit,146.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Neoplasma,18.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,"Endokrin, nutrisi dan gangguan metabolik",55.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Gangguan jiwa dan perilaku,10.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit yang mengenai sistem syaraf,17.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit mata dan adnexa,46.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit telinga dan mastoid,60.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit pada sistem sirkulasi,63.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit pada sistem pernafasan,400.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit pada sistem pencernaan,261.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit pada kulit dan jaringan subcutaneous,109.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit pada sistem musculoskletal,169.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyakit pada sistem saluran kemih dan genital,31.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Kehamilan dan kelahiran,6.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Keadaan yang berasal dari periode perinatal,2.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",134.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,"Keracunan, cedera dan beberapa penyebab yang dari luar",49.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Penyebab morbiditas dan kematian eksternal,0.0,-7.3073312999999995,112.75567559999999
Surabaya Selatan,Wonocolo,Puskesmas Sidosermo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,275.0,-7.3073312999999995,112.75567559999999
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit Infeksi dan parasit,341.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Neoplasma,13.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,22.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,"Endokrin, nutrisi dan gangguan metabolik",89.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Gangguan jiwa dan perilaku,11.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit yang mengenai sistem syaraf,38.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit mata dan adnexa,146.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit telinga dan mastoid,99.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit pada sistem sirkulasi,135.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit pada sistem pernafasan,924.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit pada sistem pencernaan,517.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit pada kulit dan jaringan subcutaneous,256.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit pada sistem musculoskletal,337.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyakit pada sistem saluran kemih dan genital,73.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Kehamilan dan kelahiran,23.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Keadaan yang berasal dari periode perinatal,3.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,"Malformasi kongenital, deformasi dan kelainan chromosom",6.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",225.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,"Keracunan, cedera dan beberapa penyebab yang dari luar",53.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Penyebab morbiditas dan kematian eksternal,1.0,-7.23034775,112.74588161903259
Surabaya Utara,Semampir,Puskesmas Sidotopo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,988.0,-7.23034775,112.74588161903259
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit Infeksi dan parasit,235.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Neoplasma,23.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,3.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,"Endokrin, nutrisi dan gangguan metabolik",72.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Gangguan jiwa dan perilaku,14.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit yang mengenai sistem syaraf,14.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit mata dan adnexa,69.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit telinga dan mastoid,31.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit pada sistem sirkulasi,57.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit pada sistem pernafasan,360.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit pada sistem pencernaan,617.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit pada kulit dan jaringan subcutaneous,72.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit pada sistem musculoskletal,167.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyakit pada sistem saluran kemih dan genital,36.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Kehamilan dan kelahiran,45.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Keadaan yang berasal dari periode perinatal,9.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",158.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,"Keracunan, cedera dan beberapa penyebab yang dari luar",31.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Penyebab morbiditas dan kematian eksternal,0.0,-7.22658925,112.76350132938722
Surabaya Utara,Kenjeran,Puskesmas Sidotopo Wetan,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,758.0,-7.22658925,112.76350132938722
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit Infeksi dan parasit,340.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Neoplasma,13.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,5.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,"Endokrin, nutrisi dan gangguan metabolik",194.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Gangguan jiwa dan perilaku,15.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit yang mengenai sistem syaraf,37.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit mata dan adnexa,115.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit telinga dan mastoid,65.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit pada sistem sirkulasi,308.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit pada sistem pernafasan,829.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit pada sistem pencernaan,490.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit pada kulit dan jaringan subcutaneous,166.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit pada sistem musculoskletal,356.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyakit pada sistem saluran kemih dan genital,36.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Kehamilan dan kelahiran,5.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Keadaan yang berasal dari periode perinatal,2.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",100.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,"Keracunan, cedera dan beberapa penyebab yang dari luar",39.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Penyebab morbiditas dan kematian eksternal,0.0,-7.2348687,112.75104985
Surabaya Pusat,Simokerto,Puskesmas Simolawang,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,549.0,-7.2348687,112.75104985
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit Infeksi dan parasit,277.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Neoplasma,14.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,3.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,"Endokrin, nutrisi dan gangguan metabolik",100.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Gangguan jiwa dan perilaku,16.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit yang mengenai sistem syaraf,55.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit mata dan adnexa,115.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit telinga dan mastoid,85.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit pada sistem sirkulasi,91.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit pada sistem pernafasan,763.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit pada sistem pencernaan,606.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit pada kulit dan jaringan subcutaneous,154.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit pada sistem musculoskletal,203.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyakit pada sistem saluran kemih dan genital,58.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Kehamilan dan kelahiran,21.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Keadaan yang berasal dari periode perinatal,4.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",128.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,"Keracunan, cedera dan beberapa penyebab yang dari luar",114.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Penyebab morbiditas dan kematian eksternal,1.0,-7.26246035,112.7120093
Surabaya Barat,Sukomanunggal,Puskesmas Simomulyo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,492.0,-7.26246035,112.7120093
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit Infeksi dan parasit,163.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Neoplasma,5.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,"Endokrin, nutrisi dan gangguan metabolik",83.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Gangguan jiwa dan perilaku,34.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit yang mengenai sistem syaraf,30.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit mata dan adnexa,57.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit telinga dan mastoid,60.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit pada sistem sirkulasi,127.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit pada sistem pernafasan,523.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit pada sistem pencernaan,502.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit pada kulit dan jaringan subcutaneous,95.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit pada sistem musculoskletal,125.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyakit pada sistem saluran kemih dan genital,60.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Kehamilan dan kelahiran,3.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Keadaan yang berasal dari periode perinatal,1.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",99.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,"Keracunan, cedera dan beberapa penyebab yang dari luar",50.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Penyebab morbiditas dan kematian eksternal,2.0,-7.340268849999999,112.73646558054415
Surabaya Selatan,Wonocolo,Puskesmas Siwalankerto,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,328.0,-7.340268849999999,112.73646558054415
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit Infeksi dan parasit,67.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Neoplasma,3.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,"Endokrin, nutrisi dan gangguan metabolik",48.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Gangguan jiwa dan perilaku,1.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit yang mengenai sistem syaraf,5.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit mata dan adnexa,18.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit telinga dan mastoid,20.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit pada sistem sirkulasi,59.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit pada sistem pernafasan,197.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit pada sistem pencernaan,366.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit pada kulit dan jaringan subcutaneous,44.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit pada sistem musculoskletal,126.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyakit pada sistem saluran kemih dan genital,19.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Kehamilan dan kelahiran,1.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Keadaan yang berasal dari periode perinatal,1.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,"Malformasi kongenital, deformasi dan kelainan chromosom",0.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",35.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,"Keracunan, cedera dan beberapa penyebab yang dari luar",10.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Penyebab morbiditas dan kematian eksternal,2.0,-7.217479750000001,112.7724023
Surabaya Utara,Kenjeran,Puskesmas Tambak Wedi,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,364.0,-7.217479750000001,112.7724023
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit Infeksi dan parasit,122.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Neoplasma,10.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,"Endokrin, nutrisi dan gangguan metabolik",78.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Gangguan jiwa dan perilaku,19.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit yang mengenai sistem syaraf,30.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit mata dan adnexa,62.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit telinga dan mastoid,29.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit pada sistem sirkulasi,82.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit pada sistem pernafasan,384.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit pada sistem pencernaan,347.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit pada kulit dan jaringan subcutaneous,104.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit pada sistem musculoskletal,182.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyakit pada sistem saluran kemih dan genital,37.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Kehamilan dan kelahiran,3.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Keadaan yang berasal dari periode perinatal,8.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,"Malformasi kongenital, deformasi dan kelainan chromosom",1.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",158.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,"Keracunan, cedera dan beberapa penyebab yang dari luar",40.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Penyebab morbiditas dan kematian eksternal,0.0,-7.6513567,111.3392003
Surabaya Pusat,Simokerto,Puskesmas Tambakrejo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,415.0,-7.6513567,111.3392003
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit Infeksi dan parasit,194.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Neoplasma,17.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,25.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,"Endokrin, nutrisi dan gangguan metabolik",184.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Gangguan jiwa dan perilaku,38.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit yang mengenai sistem syaraf,35.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit mata dan adnexa,90.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit telinga dan mastoid,44.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit pada sistem sirkulasi,183.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit pada sistem pernafasan,558.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit pada sistem pencernaan,591.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit pada kulit dan jaringan subcutaneous,106.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit pada sistem musculoskletal,252.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyakit pada sistem saluran kemih dan genital,43.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Kehamilan dan kelahiran,7.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Keadaan yang berasal dari periode perinatal,6.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,"Malformasi kongenital, deformasi dan kelainan chromosom",2.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",147.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,"Keracunan, cedera dan beberapa penyebab yang dari luar",47.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Penyebab morbiditas dan kematian eksternal,2.0,-7.23037625,112.77446968315311
Surabaya Utara,Kenjeran,Puskesmas Tanah Kali Kedinding,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,749.0,-7.23037625,112.77446968315311
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit Infeksi dan parasit,131.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Neoplasma,5.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,5.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,"Endokrin, nutrisi dan gangguan metabolik",51.0,-7.2594043500000005,112.6892628357994
Surabaya Barat,Sukomanunggal,Puskesmas Tanjungsari,Gangguan jiwa dan perilaku,5.0,-7.2594043500000005,112.6892628357994
